Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      3.57     0.00   227381     0.00     0.00  Pattern* std::__addressof<Pattern>(Pattern&)
  0.00      3.57     0.00   227137     0.00     0.00  std::__cxx11::_List_base<Pattern, std::allocator<Pattern> >::_M_get_Node_allocator()
  0.00      3.57     0.00   224632     0.00     0.00  std::iterator_traits<char*>::difference_type std::__distance<char*>(char*, char*, std::random_access_iterator_tag)
  0.00      3.57     0.00   197507     0.00     0.00  std::_List_const_iterator<Pattern>::operator++()
  0.00      3.57     0.00   188760     0.00     0.00  std::iterator_traits<__gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::iterator_category std::__iterator_category<__gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(__gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&)
  0.00      3.57     0.00   186790     0.00     0.00  std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> > >::lower_bound(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      3.57     0.00   168596     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> > >::_M_begin()
  0.00      3.57     0.00   161471     0.00     0.00  Pattern::setPattern(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      3.57     0.00   140605     0.00     0.00  __gnu_cxx::__normal_iterator<Pattern*, std::vector<Pattern, std::allocator<Pattern> > >::base() const
  0.00      3.57     0.00   137937     0.00     0.00  std::_Vector_base<Pattern, std::allocator<Pattern> >::_M_get_Tp_allocator()
  0.00      3.57     0.00   136416     0.00     0.00  Pattern::Pattern(Pattern const&)
  0.00      3.57     0.00   136085     0.00     0.00  std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> > >::operator[](std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      3.57     0.00   128868     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<Pattern> >::deallocate(std::_List_node<Pattern>*, unsigned long)
  0.00      3.57     0.00   127429     0.00     0.00  __gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > >::operator++()
  0.00      3.57     0.00   123330     0.00     0.00  __gnu_cxx::new_allocator<Pattern>::max_size() const
  0.00      3.57     0.00   117556     0.00     0.00  std::_List_const_iterator<Pattern>::operator!=(std::_List_const_iterator<Pattern> const&) const
  0.00      3.57     0.00   116516     0.00     0.00  bool std::operator==<Pattern*>(std::move_iterator<Pattern*> const&, std::move_iterator<Pattern*> const&)
  0.00      3.57     0.00   111282     0.00     0.00  std::remove_reference<Pattern*&>::type&& std::move<Pattern*&>(Pattern*&)
  0.00      3.57     0.00   110547     0.00     0.00  std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> > >::key_comp() const
  0.00      3.57     0.00   109397     0.00     0.00  void __gnu_cxx::new_allocator<std::_List_node<Pattern> >::destroy<std::_List_node<Pattern> >(std::_List_node<Pattern>*)
  0.00      3.57     0.00   103018     0.00     0.00  void std::__cxx11::list<Pattern, std::allocator<Pattern> >::_M_insert<Pattern const&>(std::_List_iterator<Pattern>, Pattern const&)
  0.00      3.57     0.00   102168     0.00     0.00  std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >::operator!=(std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> > const&) const
  0.00      3.57     0.00    99147     0.00     0.00  std::allocator_traits<std::allocator<Pattern> >::deallocate(std::allocator<Pattern>&, Pattern*, unsigned long)
  0.00      3.57     0.00    96672     0.00     0.00  __gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > >::operator--()
  0.00      3.57     0.00    93598     0.00     0.00  std::move_iterator<Pattern*>::operator++()
  0.00      3.57     0.00    93452     0.00     0.00  std::move_iterator<Pattern*> std::__make_move_if_noexcept_iterator<Pattern*, std::move_iterator<Pattern*> >(Pattern*)
  0.00      3.57     0.00    93114     0.00     0.00  std::move_iterator<Pattern*>::operator*() const
  0.00      3.57     0.00    92415     0.00     0.00  void __gnu_cxx::new_allocator<std::_List_node<Pattern> >::construct<std::_List_node<Pattern>, Pattern const&>(std::_List_node<Pattern>*, Pattern const&)
  0.00      3.57     0.00    89628     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pattern> > >::_S_value(std::_Rb_tree_node_base const*)
  0.00      3.57     0.00    86531     0.00     0.00  std::_Vector_base<Pattern, std::allocator<Pattern> >::_M_deallocate(Pattern*, unsigned long)
  0.00      3.57     0.00    86342     0.00     0.00  std::_List_iterator<Pattern>::_List_iterator(std::__detail::_List_node_base*)
  0.00      3.57     0.00    85719     0.00     0.00  void std::_Destroy<Pattern*, Pattern>(Pattern*, Pattern*, std::allocator<Pattern>&)
  0.00      3.57     0.00    84832     0.00     0.00  std::__cxx11::_List_base<Pattern, std::allocator<Pattern> >::_M_put_node(std::_List_node<Pattern>*)
  0.00      3.57     0.00    84315     0.00     0.00  std::_List_node<Pattern>::~_List_node()
  0.00      3.57     0.00    82156     0.00     0.00  void std::reverse<__gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(__gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >)
  0.00      3.57     0.00    81809     0.00     0.00  Pattern::setX(int)
  0.00      3.57     0.00    81570     0.00     0.00  std::__cxx11::_List_base<Pattern, std::allocator<Pattern> >::_M_get_node()
  0.00      3.57     0.00    81312     0.00     0.00  std::vector<Pattern, std::allocator<Pattern> >::max_size() const
  0.00      3.57     0.00    80978     0.00     0.00  std::__cxx11::_List_base<Pattern, std::allocator<Pattern> >::_M_inc_size(unsigned long)
  0.00      3.57     0.00    80799     0.00     0.00  coords const& std::forward<coords const&>(std::remove_reference<coords const&>::type&)
  0.00      3.57     0.00    80722     0.00     0.00  std::allocator_traits<std::allocator<Pattern> >::max_size(std::allocator<Pattern> const&)
  0.00      3.57     0.00    80407     0.00     0.00  _ZNSt16allocator_traitsISaI7PatternEE9constructIS0_IRKS0_EEEvRS1_PT_DpOT0_
  0.00      3.57     0.00    80373     0.00     0.00  std::_List_node<Pattern>::_List_node<Pattern const&>(Pattern const&)
  0.00      3.57     0.00    79877     0.00     0.00  std::_Vector_base<Pattern, std::allocator<Pattern> >::_M_get_Tp_allocator() const
  0.00      3.57     0.00    79818     0.00     0.00  Pattern::getAverageScore() const
  0.00      3.57     0.00    79030     0.00     0.00  void std::__cxx11::list<Pattern, std::allocator<Pattern> >::emplace_back<Pattern const&>(Pattern const&)
  0.00      3.57     0.00    78277     0.00     0.00  void std::_Construct<Pattern, Pattern>(Pattern*, Pattern&&)
  0.00      3.57     0.00    76277     0.00     0.00  void std::__reverse<__gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(__gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::random_access_iterator_tag)
  0.00      3.57     0.00    73244     0.00     0.00  Pattern&& std::forward<Pattern>(std::remove_reference<Pattern>::type&)
  0.00      3.57     0.00    71130     0.00     0.00  bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*)
  0.00      3.57     0.00    68985     0.00     0.00  void std::iter_swap<__gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > >, __gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > > >(__gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > >, __gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > >)
  0.00      3.57     0.00    66578     0.00     0.00  __gnu_cxx::__normal_iterator<Pattern*, std::vector<Pattern, std::allocator<Pattern> > >::operator->() const
  0.00      3.57     0.00    66368     0.00     0.00  void std::_Destroy<Pattern*>(Pattern*, Pattern*)
  0.00      3.57     0.00    65022     0.00     0.00  Pattern::setDirection(int)
  0.00      3.57     0.00    56099     0.00     0.00  bool __gnu_cxx::operator< <coords*, std::vector<coords, std::allocator<coords> > >(__gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > > const&, __gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > > const&)
  0.00      3.57     0.00    56074     0.00     0.00  std::vector<Pattern, std::allocator<Pattern> >::push_back(Pattern const&)
  0.00      3.57     0.00    51888     0.00     0.00  std::vector<coords, std::allocator<coords> >::push_back(coords const&)
  0.00      3.57     0.00    49514     0.00     0.00  Pattern* std::__uninitialized_copy_a<std::move_iterator<Pattern*>, Pattern*, Pattern>(std::move_iterator<Pattern*>, std::move_iterator<Pattern*>, Pattern*, std::allocator<Pattern>&)
  0.00      3.57     0.00    48920     0.00     0.00  unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&)
  0.00      3.57     0.00    48460     0.00     0.00  std::_Vector_base<Pattern, std::allocator<Pattern> >::_M_allocate(unsigned long)
  0.00      3.57     0.00    46814     0.00     0.00  __gnu_cxx::__ops::_Val_comp_iter<MinMax::alphaBeta(unsigned long long*, short, bool, Player, Player, int, int, bool)::{lambda(coords const&, coords const&)#1}>::_Val_comp_iter({lambda(coords const&, coords const&)#1})
  0.00      3.57     0.00    46273     0.00     0.00  _ZN9__gnu_cxx13new_allocatorI6coordsE9constructIS1_IRKS1_EEEvPT_DpOT0_
  0.00      3.57     0.00    44441     0.00     0.00  Pattern* std::uninitialized_copy<std::move_iterator<Pattern*>, Pattern*>(std::move_iterator<Pattern*>, std::move_iterator<Pattern*>, Pattern*)
  0.00      3.57     0.00    43284     0.00     0.00  std::vector<Pattern, std::allocator<Pattern> >::_M_check_len(unsigned long, char const*) const
  0.00      3.57     0.00    42849     0.00     0.00  bool __gnu_cxx::__ops::_Val_comp_iter<MinMax::alphaBeta(unsigned long long*, short, bool, Player, Player, int, int, bool)::{lambda(coords const&, coords const&)#1}>::operator()<coords, __gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > > >(coords&, __gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > >)
  0.00      3.57     0.00    42426     0.00     0.00  void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > >, __gnu_cxx::__ops::_Val_comp_iter<MinMax::alphaBeta(unsigned long long*, short, bool, Player, Player, int, int, bool)::{lambda(coords const&, coords const&)#1}> >(__gnu_cxx::__normal_iterator<coords*, std::vector<coords, std::allocator<coords> > >, __gnu_cxx::__ops::_Val_comp_iter<MinMax::alphaBeta(unsigned long long*, short, bool, Player, Player, int, int, bool)::{lambda(coords const&, coords const&)#1}>)
  0.00      3.57     0.00    40569     0.00     0.00  __gnu_cxx::new_allocator<Pattern>::allocate(unsigned long, void const*)
  0.00      3.57     0.00    40497     0.00     0.00  __gnu_cxx::__ops::_Val_comp_iter<MinMax::alphaBeta(unsigned long long*, short, bool, Player, Player, int, int, bool)::{lambda(coords const&, coords const&)#1}> __gnu_cxx::__ops::__val_comp_iter<MinMax::alphaBeta(unsigned long long*, short, bool, Player, Player, int, int, bool)::{lambda(coords const&, coords const&)#1}>(__gnu_cxx::__ops::_Iter_comp_iter<__gnu_cxx::__ops::_Val_comp_iter>)
  0.00      3.57     0.00    36152     0.00     0.00  std::_Vector_base<Pattern, std::allocator<Pattern> >::_Vector_impl::~_Vector_impl()
  0.00      3.57     0.00    33688     0.00     0.00  std::allocator_traits<std::allocator<Pattern> >::allocate(std::allocator<Pattern>&, unsigned long)
  0.00      3.57     0.00    30534     0.00     0.00  Game::getPatternScore(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool, int const&)
  0.00      3.57     0.00    30046     0.00     0.00  std::allocator<Pattern>::~allocator()
  0.00      3.57     0.00    28962     0.00     0.00  bool __gnu_cxx::operator!=<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&)
  0.00      3.57     0.00    28691     0.00     0.00  Player::getBroke() const
  0.00      3.57     0.00    27772     0.00     0.00  std::_List_const_iterator<Pattern>::_List_const_iterator(std::__detail::_List_node_base const*)
